"성씨, 본관별",행정구역별(시도),2015 년
예천,세종특별자치시,17
예천,경기도,1057
예천,강원도,129
예천,충청북도,149
예천,충청남도,67
예천,전라북도,23
예천,전라남도,16
예천,경상북도,675
예천,경상남도,127
예천,제주특별자치도,6
기타,전국,5093
기타,서울특별시,1216
기타,부산광역시,348
기타,대구광역시,277
기타,인천광역시,367
기타,광주광역시,54
기타,대전광역시,95
기타,울산광역시,109
기타,세종특별자치시,17
기타,경기도,1253
기타,강원도,165
기타,충청북도,139
기타,충청남도,148
기타,전라북도,137
기타,전라남도,100
기타,경상북도,379
기타,경상남도,256
기타,제주특별자치도,33
금(琴),전국,25432
금(琴),서울특별시,4393
금(琴),부산광역시,1356
금(琴),대구광역시,2783
금(琴),인천광역시,1160
금(琴),광주광역시,102
금(琴),대전광역시,1187
금(琴),울산광역시,841
금(琴),세종특별자치시,130
금(琴),경기도,5521
금(琴),강원도,703
금(琴),충청북도,1033
금(琴),충청남도,626
금(琴),전라북도,219
금(琴),전라남도,123
금(琴),경상북도,4220
금(琴),경상남도,933
금(琴),제주특별자치도,102
봉성,전국,1770
봉성,서울특별시,315
봉성,부산광역시,158
봉성,대구광역시,272
봉성,인천광역시,58
봉성,대전광역시,26
봉성,울산광역시,58
봉성,세종특별자치시,9
봉성,경기도,315
봉성,강원도,38
봉성,충청북도,33
봉성,충청남도,25
봉성,전라북도,6
봉성,전라남도,10
봉성,경상북도,373
봉성,경상남도,71
봉화,전국,23301
봉화,서울특별시,4008
봉화,부산광역시,1180
봉화,대구광역시,2496
봉화,인천광역시,1087
봉화,광주광역시,90
봉화,대전광역시,1121
봉화,울산광역시,772
봉화,세종특별자치시,117
봉화,경기도,5147
봉화,강원도,655
봉화,충청북도,973
봉화,충청남도,593
봉화,전라북도,202
봉화,전라남도,106
봉화,경상북도,3809
봉화,경상남도,848
봉화,제주특별자치도,97
기타,전국,361
기타,서울특별시,70
기타,부산광역시,18
기타,대구광역시,15
기타,인천광역시,15
기타,광주광역시,12
기타,대전광역시,40
기타,울산광역시,11
기타,세종특별자치시,0
기타,경기도,59
기타,강원도,10
기타,충청북도,27
기타,충청남도,8
기타,전라북도,11
기타,전라남도,7
기타,경상북도,38
기타,경상남도,14
기타,제주특별자치도,5
기(奇),전국,28829
기(奇),서울특별시,6233
기(奇),부산광역시,966
기(奇),대구광역시,1346
기(奇),인천광역시,1772
기(奇),광주광역시,3779
기(奇),대전광역시,492
기(奇),울산광역시,346
기(奇),세종특별자치시,73
기(奇),경기도,7567
기(奇),강원도,425
기(奇),충청북도,396
기(奇),충청남도,745
기(奇),전라북도,1200
기(奇),전라남도,1645
기(奇),경상북도,945
기(奇),경상남도,782
기(奇),제주특별자치도,117
행주,전국,27379
행주,서울특별시,5975
행주,부산광역시,895
행주,대구광역시,1314
행주,인천광역시,1610
행주,광주광역시,3740
행주,대전광역시,466
행주,울산광역시,332
행주,세종특별자치시,70
행주,경기도,7137
행주,강원도,377
행주,충청북도,354
행주,충청남도,670
행주,전라북도,1133
행주,전라남도,1588
행주,경상북도,904
행주,경상남도,700
행주,제주특별자치도,114
기타,전국,1450
기타,서울특별시,258
기타,부산광역시,71
기타,대구광역시,32
기타,인천광역시,162
기타,광주광역시,39
기타,대전광역시,26
기타,울산광역시,14
기타,세종특별자치시,0
기타,경기도,430
기타,강원도,48
기타,충청북도,42
기타,충청남도,75
기타,전라북도,67
기타,전라남도,57
기타,경상북도,41
기타,경상남도,82
기타,제주특별자치도,0
길(吉),전국,38173
길(吉),서울특별시,7600
길(吉),부산광역시,1529
길(吉),대구광역시,965
길(吉),인천광역시,2059
길(吉),광주광역시,436
길(吉),대전광역시,4309
길(吉),울산광역시,502
길(吉),세종특별자치시,233
길(吉),경기도,9977
길(吉),강원도,2566
길(吉),충청북도,1197
길(吉),충청남도,2881
길(吉),전라북도,1033
길(吉),전라남도,502
길(吉),경상북도,1129
길(吉),경상남도,1122
길(吉),제주특별자치도,133
선산,전국,13636
선산,서울특별시,3128
선산,부산광역시,706
선산,대구광역시,466
선산,인천광역시,836
선산,광주광역시,185
선산,대전광역시,518
선산,울산광역시,189
선산,세종특별자치시,47
선산,경기도,4173
선산,강원도,718
선산,충청북도,566
선산,충청남도,534
선산,전라북도,301
선산,전라남도,223
선산,경상북도,455
선산,경상남도,538
선산,제주특별자치도,53
해평,전국,22187
해평,서울특별시,4002
해평,부산광역시,697
해평,대구광역시,441
해평,인천광역시,1009
해평,광주광역시,153
해평,대전광역시,3712
해평,울산광역시,293
해평,세종특별자치시,177
해평,경기도,5161
해평,강원도,1688
해평,충청북도,567
해평,충청남도,2217
해평,전라북도,658
해평,전라남도,225
해평,경상북도,614
해평,경상남도,503
해평,제주특별자치도,70
기타,전국,2350
기타,서울특별시,470
기타,부산광역시,126
기타,대구광역시,58
기타,인천광역시,214
기타,광주광역시,98
기타,대전광역시,79
기타,울산광역시,20
기타,세종특별자치시,9
기타,경기도,643
기타,강원도,160
기타,충청북도,64
기타,충청남도,130
기타,전라북도,74
기타,전라남도,54
기타,경상북도,60
기타,경상남도,81
기타,제주특별자치도,10
김(金),전국,10689959
김(金),서울특별시,2025779
김(金),부산광역시,757159
김(金),대구광역시,521160
김(金),인천광역시,598187
김(金),광주광역시,338304
김(金),대전광역시,309274
김(金),울산광역시,262050
김(金),세종특별자치시,39432
김(金),경기도,2523923
김(金),강원도,338077
김(金),충청북도,315919
김(金),충청남도,423510
김(金),전라북도,382281
김(金),전라남도,413805
김(金),경상북도,603188
김(金),경상남도,697357
김(金),제주특별자치도,140554
강능,전국,5205
강능,서울특별시,1762
강능,부산광역시,165
강능,대구광역시,56
강능,인천광역시,383
강능,광주광역시,54
강능,대전광역시,177
강능,울산광역시,50
강능,세종특별자치시,14
강능,경기도,1788
강능,강원도,116
강능,충청북도,102
강능,충청남도,180
강능,전라북도,48
강능,전라남도,34
강능,경상북도,96
강능,경상남도,155
강능,제주특별자치도,25
강릉,전국,179593
강릉,서울특별시,34538
강릉,부산광역시,6598
강릉,대구광역시,3983
강릉,인천광역시,11857
강릉,광주광역시,665
강릉,대전광역시,3942
강릉,울산광역시,3212
강릉,세종특별자치시,1096
강릉,경기도,51028
강릉,강원도,30878
강릉,충청북도,8577
강릉,충청남도,8371
강릉,전라북도,2593
강릉,전라남도,953
강릉,경상북도,6149
강릉,경상남도,4609
강릉,제주특별자치도,544
강진,전국,4845
강진,서울특별시,1312
강진,부산광역시,120
강진,대구광역시,49
강진,인천광역시,301
강진,광주광역시,90
강진,대전광역시,207
강진,울산광역시,26
강진,세종특별자치시,14
강진,경기도,1322
강진,강원도,54
강진,충청북도,41
강진,충청남도,138
강진,전라북도,920
강진,전라남도,105
강진,경상북도,58
강진,경상남도,68
강진,제주특별자치도,20
강화,전국,1861
강화,서울특별시,567
강화,부산광역시,64
강화,대구광역시,40
강화,인천광역시,257
강화,광주광역시,13
강화,대전광역시,68
강화,울산광역시,16
강화,세종특별자치시,5
강화,경기도,534
강화,강원도,69
강화,충청북도,41
강화,충청남도,48
강화,전라북도,63
강화,전라남도,13
강화,경상북도,23
강화,경상남도,25
강화,제주특별자치도,15
개성,전국,22793
개성,서울특별시,5559
개성,부산광역시,993
개성,대구광역시,427
개성,인천광역시,1549
개성,광주광역시,193
개성,대전광역시,1657
개성,울산광역시,256
개성,세종특별자치시,124
개성,경기도,6324
개성,강원도,803
개성,충청북도,1204
개성,충청남도,605
개성,전라북도,1559
개성,전라남도,356
개성,경상북도,454
개성,경상남도,607
개성,제주특별자치도,123
경주,전국,1800853
경주,서울특별시,347642
경주,부산광역시,103565
경주,대구광역시,76267
경주,인천광역시,107472
경주,광주광역시,30317
경주,대전광역시,67170
경주,울산광역시,45580
경주,세종특별자치시,9337
경주,경기도,463877
경주,강원도,62920
경주,충청북도,86588
경주,충청남도,96328
경주,전라북도,56920
경주,전라남도,44135
경주,경상북도,91198
경주,경상남도,85009
경주,제주특별자치도,26528
고령,전국,15611
고령,서울특별시,2283
고령,부산광역시,2104
고령,대구광역시,2340
고령,인천광역시,503
고령,광주광역시,41
고령,대전광역시,444
고령,울산광역시,1422
고령,세종특별자치시,53
고령,경기도,2298
고령,강원도,142
고령,충청북도,182
고령,충청남도,448
고령,전라북도,649
고령,전라남도,96
고령,경상북도,1207
고령,경상남도,1361
고령,제주특별자치도,38
고성,전국,13735
고성,서울특별시,2725
고성,부산광역시,372
고성,대구광역시,123
고성,인천광역시,1604
고성,광주광역시,868
고성,대전광역시,367
고성,울산광역시,155
고성,세종특별자치시,37
고성,경기도,3599
고성,강원도,346
고성,충청북도,288
고성,충청남도,881
고성,전라북도,367
고성,전라남도,1398
고성,경상북도,142
고성,경상남도,415
고성,제주특별자치도,48
공주,전국,7589
공주,서울특별시,2207
공주,부산광역시,453
공주,대구광역시,209
공주,인천광역시,585
공주,광주광역시,53
공주,대전광역시,285
공주,울산광역시,109
공주,세종특별자치시,29
공주,경기도,2253
공주,강원도,390
공주,충청북도,173
공주,충청남도,204
공주,전라북도,93
공주,전라남도,54
공주,경상북도,242
공주,경상남도,208
공주,제주특별자치도,42
광산,전국,926316
광산,서울특별시,197454
광산,부산광역시,38889
광산,대구광역시,19299
광산,인천광역시,53683
광산,광주광역시,71309
광산,대전광역시,33785
광산,울산광역시,10946
광산,세종특별자치시,3538
광산,경기도,230529
광산,강원도,16945
광산,충청북도,21617
광산,충청남도,37368
광산,전라북도,49254
광산,전라남도,59601
광산,경상북도,21949
광산,경상남도,36430
광산,제주특별자치도,23720
광주,전국,28156
광주,서울특별시,5011
광주,부산광역시,4719
광주,대구광역시,1113
광주,인천광역시,1699
광주,광주광역시,946
광주,대전광역시,583
광주,울산광역시,1130
광주,세종특별자치시,60
광주,경기도,5906
광주,강원도,654
광주,충청북도,425
광주,충청남도,632
광주,전라북도,360
광주,전라남도,527
광주,경상북도,994
광주,경상남도,3121
광주,제주특별자치도,276
교하,전국,1268
교하,서울특별시,386
교하,부산광역시,40
교하,대구광역시,29
교하,인천광역시,115
교하,대전광역시,30
교하,울산광역시,6
교하,세종특별자치시,5
교하,경기도,469
교하,강원도,70
교하,충청북도,18
교하,충청남도,36
교하,전라북도,6
교하,전라남도,7
교하,경상북도,32
교하,경상남도,18
금녕,전국,287701
금녕,서울특별시,53703
금녕,부산광역시,16657
금녕,대구광역시,14477
금녕,인천광역시,16039
금녕,광주광역시,9013
금녕,대전광역시,11207
금녕,울산광역시,4897
금녕,세종특별자치시,1127
금녕,경기도,70608
금녕,강원도,7717
금녕,충청북도,6677
금녕,충청남도,15907
금녕,전라북도,17899
금녕,전라남도,12708
금녕,경상북도,13678
금녕,경상남도,14462
금녕,제주특별자치도,925
금령,전국,4794
금령,서울특별시,1225
금령,부산광역시,128
금령,대구광역시,53
금령,인천광역시,277
금령,광주광역시,457
금령,대전광역시,171
금령,울산광역시,29
금령,세종특별자치시,16
금령,경기도,1430
금령,강원도,127
금령,충청북도,105
금령,충청남도,284
금령,전라북도,158
금령,전라남도,118
금령,경상북도,112
금령,경상남도,88
금령,제주특별자치도,16
금릉,전국,1755
금릉,서울특별시,348
금릉,부산광역시,106
금릉,대구광역시,76
금릉,인천광역시,77
금릉,대전광역시,224
금릉,울산광역시,28
금릉,세종특별자치시,8
금릉,경기도,376
